y,x
9304,54134
36578,47598
45799,62034
60552,58150
62012,53218
20610,64961
37074,67054
56414,41311
29060,8856
65561,35380
37579,3273
39449,43051
55337,42502
51733,28931
11224,41421
40046,4776
26476,62862
10395,42128
9067,37386
44981,19279
40218,63275
33553,27020
29666,41300
62442,52571
60896,36070
15929,19836
9037,15894
14778,5193
18653,13861
12536,58176
46009,40748
19346,62412
61925,60075
5359,46720
24708,60393
14117,35022
6240,2208
31015,3393
45558,49738
62527,41156
39649,19117
62339,49095
14658,17835
54503,49226
60686,11381
65008,11051
54601,17661
51532,21636
66076,3874
63998,5012
46344,20867
56910,54545
38960,7357
56563,51925
35818,39978
52783,11586
43483,2757
46831,47507
44822,16323
48914,18208
66542,15533
61722,34480
19733,15201
41401,56193
65230,62599
52976,826
49806,12566
24318,23102
16456,55689
10967,26438
4411,22215
13162,57169
10113,43884
17299,31431
14539,48338
62444,57773
33015,5797
44871,4599
26424,26462
30964,26567
49600,46414
66547,3171
16753,22690
46660,65769
1316,41148
38921,20625
26097,23178
44179,14914
6121,61518
29993,6127
1956,25659
51315,34771
22195,27328
22465,19383
41392,52569
25534,44733
45816,18034
59326,2953
27136,13121
53631,51061
58611,31445
17191,47887
59164,46176
50099,58765
5197,62453
63092,16096
5383,25966
53705,14898
50373,33241
12653,56702
60274,23265
48872,23096
137,61428
13670,40678
54688,44889
1019,58852
29504,55058
50485,58107
9422,14918
30887,29182
24763,57021
65685,16763
28605,32413
10237,52505
65762,11183
38557,22495
63071,13459
55103,12837
19560,31225
56115,43813
15811,8860
62032,42110
517,601
10471,35652
60908,34882
60717,44969
5795,49822
17809,17190
8042,47143
9031,57400
46384,38625
47001,10683
59003,47277
48687,11858
42579,55909
40041,21908
40139,56298
50556,58106
31508,46148
17684,17387
22415,28194
25654,39220
56938,51080
37767,51773
14242,57828
30522,54991
3915,30552
14183,18977
8111,25774
54101,41194
19683,30581
36530,27127
58359,56681
21729,51915
7794,43480
67048,31386
25349,66183
19247,16652
54684,55802
66619,45424
9882,16295
49706,51239
36879,33352
54932,36120
10567,13677
36575,53632
6550,43794
43970,58046
55975,43013
63465,27756
38886,53156
32418,25068
17758,61726
53929,6244
40147,5704
3164,30717
11062,17944
35523,49674
1680,42126
45692,1143
25792,36463
44754,9890
42529,61626
58796,51123
13420,51600
64176,16426
50622,30133
17040,48661
66315,8705
5166,15252
1424,51911
61442,48560
42477,29286
60604,25211
6842,24701
20360,6291
3305,47500
36838,27785
33777,38408
216,31220
31869,17311
14031,57489
18810,22294
45768,27917
6645,54164
48237,13794
34299,20123
65797,756
66370,62505
15410,49704
36867,28770
44448,59578
8502,8222
56223,24620
58556,64431
52232,4954
43798,37106
66013,66390
14548,35378
63552,25
39312,23202
50475,66448
50133,63616
41713,9535
43726,38560
5796,15876
38794,15473
27029,3901
24066,62503
35724,60758
13318,5984
33483,35048
35721,28995
57984,1292
52299,12851
29543,9550
48852,55882
56731,9796
27724,53622
41054,13972
13421,24105
64980,60683
16821,1566
15279,18413
12995,34579
44298,53900
66701,40259
54211,56493
22685,1998
56851,26406
56881,3243
33719,7585
12267,57408
41549,30857
67185,27357
45935,56226
29878,19917
24997,505
40094,12446
8529,56380
51158,35045
13442,96
23011,25932
42395,3628
14905,30409
33117,28776
38584,17001
573,21481
48257,64744
34315,16788
43623,2787
4777,66256
42963,39460
65827,11064
65708,37244
11052,8116
45780,55217
8108,19044
21934,62161
11713,12820
44807,49027
62148,30264
17247,57723
43006,4484
45461,11855
33612,10665
4843,29256
67405,26518
32707,28652
67108,56579
42456,17493
3722,60579
61765,32329
52288,21227
66043,33304
61737,56733
50146,38796
54510,48013
27991,61818
34750,12694
38371,1385
24707,16188
42664,48225
39583,54043
20608,56581
51850,10643
8895,38808
55264,63424
23675,62717
2932,53734
7599,9480
15770,33845
4452,34573
39293,58984
2173,58910
65854,56097
18824,53784
4793,391
40588,35643
51959,40606
41737,50552
57755,31064
31412,37537
32426,46512
4950,15097
31300,18399
17318,31303
8131,1283
23996,42806
11000,41855
41174,9471
6674,58745
21426,58240
44907,35100
11864,53507
35722,41268
40497,64416
51957,51993
28047,14969
55614,19190
46012,46067
7456,41210
15870,2658
51772,4961
23940,19369
26870,38122
30704,65838
46678,63871
63161,59661
13954,49122
52895,626
18197,60310
58594,66300
10545,35487
53521,48653
59639,21150
20546,2794
5665,17701
33586,22359
42189,2506
37047,30111
43267,5735
30558,56164
44765,14096
54338,17326
1195,32004
25440,23663
1313,62024
62188,219
25120,31279
7465,57871
7577,23603
2037,12366
30495,15458
65032,23791
17281,11499
24278,16119
65314,59172
60015,44522
48000,22326
59269,17548
64439,6018
52371,46869
59609,13577
28682,6665
44492,39172
52661,34831
50561,41304
24815,44385
33400,33425
65694,42967
65550,7016
1253,65800
26858,42842
13376,66744
44915,40725
66275,7767
27876,14507
62703,40542
14205,14647
19933,4793
5995,50219
38202,48817
15430,29012
30058,63164
38658,32544
6246,9421
14156,3289
14134,50127
30288,25572
48354,58057
36984,12141
55328,35627
12414,18921
47314,52833
26089,42911
950,42493
1552,13260
39527,33003
21774,55523
24444,21034
38804,59066
54055,10639
52593,61699
58504,60918
24688,56027
53789,5144
55744,53423
26618,66018
64462,57468
9440,5654
36686,10738
40482,32711
31151,20067
52237,59456
56953,20917
7486,34481
27265,52096
15749,38594
50487,31923
64080,9986
37835,33018
10961,21488
28644,65177
21878,34790
56123,9366
25968,49288
4500,59599
65055,14339
8832,44325
13455,61516
44444,26961
18266,33652
40408,51557
2813,25505
5240,58581
60585,39675
50997,58994
34589,35613
11622,11822
21026,40463
44387,4156
32074,45437
62629,13185
31264,818
55201,64301
2119,59890
14436,43685
10679,21702
33911,4635
56133,63276
27927,45420
12184,11771
29272,58934
56816,26597
59544,49395
37010,50609
16982,34410
19224,39934
63510,15941
4426,48618
65342,66406
63414,19552
49103,31087
54561,2284
32719,5690
45859,48784
25519,66447
31438,44704
37896,50633
7492,42887
41050,33954
55260,7455
3749,9845
22026,38162
45587,862
18582,10257
36866,35277
20453,6536
22605,5836
23144,51067
50853,39775
62755,50210
51952,31366
38711,36551
35940,29740
18324,64539
25055,16142
38529,38259
61257,63804
50495,52960
30850,61503
34839,19692
17131,9888
48194,692
24512,27968
31109,40345
36811,41093
35687,58477
49945,7021
61879,46475
4695,31770
11858,30711
10937,15314
44401,34512
13699,53420
45550,37536
46486,2942
26199,21460
12176,40168
10629,37842
35896,49736
17623,32385
33248,21521
53309,22072
27555,6094
51001,7610
44829,12918
33374,11995
62304,44537
57754,56028
8413,55691
5509,37512
39607,36224
65332,64280
20954,4514
27351,60023
30675,9077
43072,2641
35087,52560
19873,25309
23387,42341
2424,9788
51132,48233
32186,10095
5889,36304
19747,58440
52845,40096
10549,859
20057,46218
15104,67049
63188,59930
63971,8389
38665,66243
34661,37677
64009,58241
13716,197
1960,63670
3520,22387
37307,46432
15090,41843
54677,53295
65547,20372
8147,12695
56695,60793
44216,64475
49132,34646
40280,51128
5619,6969
3829,63971
43963,35548
41593,36980
50321,42165
53007,67229
55005,3003
63815,22938
34355,52729
59842,54075
46120,22444
42490,30058
40004,91
28458,18345
50092,4205
6250,39157
51559,10179
9260,8179
17332,3145
30694,12546
62163,53466
54666,4431
46864,43944
30906,43913
27315,51621
7106,18485
49171,28553
34797,31134
34586,3616
9103,61922
11053,53386
52810,50368
50728,16265
12474,32303
32602,50413
54835,65120
5052,34654
32483,44463
23261,15053
7487,20278
34540,37212
59427,8185
13975,16127
38786,56595
36274,54849
11823,6246
12026,22519
60183,12252
63090,25090
10896,42992
41804,31039
18655,21373
16692,31921
47224,30028
61997,38301
30901,56834
34484,36394
49889,41206
15331,49574
24609,60869
65678,46878
50432,46843
9934,43678
68,28924
60180,20158
34566,28015
61463,24563
41674,63647
21196,38968
9590,3620
58124,50613
39627,41224
51044,43148
30333,2340
64173,58747
2654,55095
1113,54369
35413,66169
20374,6517
65639,56710
40506,11597
27488,6770
24633,28998
34294,48090
302,61278
47587,25439
21234,30953
7836,9049
34284,27565
32138,65368
9208,36647
58089,54627
52724,31778
52743,52524
28133,8318
24851,45323
30842,44649
36915,19397
15537,3320
37229,26268
40547,25071
39259,54162
43907,63552
28098,7211
63532,17249
66250,44070
65803,9899
6291,20347
52802,47618
67226,49903
62416,22445
29104,13068
11135,25668
22475,30335
41792,6847
61699,50347
4719,66962
24127,5810
17800,7539
3814,2989
44434,28042
26288,18938
17807,5399
12006,55227
66293,24002
29832,55262
4877,56374
3517,52610
29474,23484
3405,60886
10052,44801
65374,57268
15151,25772
1688,18091
39832,11145
13658,18030
2573,6967
30081,12768
45559,14508
61827,14132
26976,34059
19004,30197
8731,37836
59318,648
56192,62364
21456,61962
20267,5850
15071,64225
32536,9596
11140,5958
52635,25386
66242,18253
51180,64168
29902,66748
44475,5478
56321,25973
789,43844
63139,5849
43735,56078
66499,18178
28289,16084
5332,53017
57687,20831
67001,38017
58343,45758
41621,29001
65259,6339
23340,7422
32279,11664
50437,18036
3144,58379
40869,63259
65420,37421
56726,53124
15510,13822
9732,13396
21330,51761
2305,24854
1635,60784
6153,11555
14371,51160
63490,35114
5721,35822
59413,46786
3846,56344
35501,64430
11551,42388
33502,42472
41575,55606
10035,21800
35357,2768
29421,55980
44950,29260
34405,43845
36648,16382
27503,17723
27195,59593
36739,43373
31505,24967
36117,51729
25972,32519
34074,53107
36091,39842
47963,25212
65924,56157
50816,33331
61849,52440
2239,31264
57239,55222
60588,48057
27257,48648
43809,53987
39524,15938
56820,48777
62583,55118
7394,32261
60770,55127
27441,47490
26821,29394
10297,52620
8806,31296
59670,14523
52804,43888
5270,23583
49458,29468
49574,10188
28945,17198
46965,25758
33874,23450
45800,13989
51172,8162
39139,23432
59792,5449
33426,56632
20149,55323
23550,28443
10483,18248
7579,14879
25753,15940
35159,24616
40720,58079
53691,1398
45951,22431
59245,50328
52823,64913
53508,44779
66958,42854
44971,52632
36356,35225
19966,30120
30641,66151
49876,57150
47381,25931
23786,21572
23384,43186
42626,12261
25325,18598
40992,13049
23622,35274
4895,66675
40265,13884
10964,25272
30225,40059
11920,27836
5923,43401
41988,54682
48601,13451
58743,4467
42305,5608
34476,21546
36754,59477
66087,17796
56643,33392
38294,57294
63057,8530
28050,65598
18613,59774
12165,16631
39329,31765
31920,33504
26465,65889
66866,52283
15898,16948
38251,58651
27263,30805
50289,30284
42704,31352
2539,28102
28908,65779
5825,59577
17752,11430
50198,44384
10382,22898
18639,51342
10928,48474
20629,16588
24117,16108
19155,44963
18869,4286
9434,57119
16888,12457
15412,23203
21863,26405
25679,3850
6194,12725
16974,26249
31835,51108
41124,44762
20040,22645
26142,7792
26331,58119
36783,14579
29796,57238
17320,46002
22565,11893
56271,34883
46314,27429
2344,16853
34245,39681
1542,50502
43910,57227
40517,19485
19412,29028
11211,61243
26148,23186
8524,34627
66078,51138
62080,26108
51487,11875
27467,3727
12340,15834
34444,64523
31578,64323
15854,42262
38759,12899
8587,33564
49117,13684
47094,65205
4286,38542
35031,3771
16481,21651
29851,51479
4845,34894
758,38828
60074,12340
12909,61700
6897,46244
21691,63408
41550,2693
32772,24630
36918,41347
46147,28377
30262,16012
57681,32501
11530,231
42388,8693
8228,4070
9806,8181
18775,55907
42914,25866
50293,12834
2695,66797
56733,40194
21185,16159
26341,50252
32792,54514
41932,34087
1814,56726
22783,8428
40500,3614
5244,61534
24042,25177
29565,51175
64640,15525
23635,66329
7124,16673
52507,66961
5592,52627
40675,1710
4457,11401
28724,65632
30203,64115
7648,8970
1642,14065
46065,37201
4247,53012
22507,62446
49489,5569
35667,5123
51703,25504
26991,49709
6451,30589
30592,57263
60326,1586
15528,21880
40324,48726
11851,8044
50,57459
67232,590
21055,62327
48494,66691
3471,19728
49099,9136
43953,28589
11199,58912
58643,32155
41646,36374
41176,953
54050,26983
61156,43111
6762,17019
41860,13693
43405,37856
34795,22550
9126,39005
55003,25759
49271,41872
55992,45728
65984,62490
12541,28937
848,38161
16382,54848
44242,21183
51946,64268
3563,10678
15162,12685
19745,16898
59548,66669
10686,38446
60738,24207
58855,24126
60769,33982
30009,29141
6635,29561
3849,32999
5689,31604
36857,42741
49882,45042
30465,62871
47920,9245
57085,5442
13404,48145
6525,22897
57084,21375
58806,7002
496,67042
28792,65815
1946,64957
42040,44805
41067,28366
51338,65319
54902,21823
51095,26352
3655,10174
66738,60826
1441,62761
15625,34351
67084,5670
22543,35661
38907,50351
12294,21600
13276,63547
27849,65862
48546,10676
51829,751
53575,27216
63870,12357
64037,65325
38852,39948
18471,20038
80,48703
10340,10435
49715,33563
60393,47639
47540,7324
53064,47991
2095,54907
37045,55241
56170,33324
53479,46770
49129,48204
47004,31185
7493,24860
16540,60771
18640,58501
2714,18216
58009,11718
35675,54502
20931,43617
1183,16618
30275,61642
43968,26980
23853,62100
40983,32816
7035,50982
30721,25908
40058,59005
5145,33491
8592,54591
51205,60596
48138,65457
48628,33470
32314,66396
14594,47850
58190,51481
60701,42482
6165,25050
29217,53565
52313,24102
19294,46344
55993,57075
1102,715
1727,26221
1048,28657
15307,41984
34150,44599
25388,41609
205,31714
16672,26393
31413,65304
43724,32220
5427,17414
56025,6009
20224,46338
47152,1216
44197,57377
26006,8886
60097,60337
66260,54219
56573,53263
26167,36448
8846,67377
53006,58583
46219,14583
67058,27966
62178,11283
15780,62473
61424,22726
59943,12973
27138,49951
48183,39186
42295,27771
24224,16014
61088,48450
35119,22000
28543,35930
38496,55773
37663,64597
31908,20110
29099,39996
53100,11573
62862,48752
40684,15467
12314,7582
24565,26341
58338,24074
64809,10904
42593,244
36095,33909
29970,65157
39061,20216
1024,34550
50649,1411
31099,14287
46165,25440
34874,59356
8808,57407
51596,40925
21416,63675
64452,28440
31483,67341
44490,9288
36486,66092
13796,14465
30774,65428
64293,2675
61739,48334
49122,55341
45333,4489
19956,61930
54524,58121
54826,12872
16970,38101
42592,43630
50195,65850
8115,8690
10753,7964
19270,65281
20042,54989
29383,38624
63725,38489
35630,18065
42322,2621
23030,11289
40837,63497
62821,59202
42076,17754
29205,14404
46340,18960
16143,6930
53817,57689
7905,49768
18277,49312
2889,64792
1580,54163
14631,51923
46078,38050
19482,12777
24310,37273
16956,43340
21582,12309
30540,52159
7353,66163
45839,9388
62219,63373
10862,54498
50748,2890
38636,35824
39468,66017
46973,15568
12300,50800
23421,24493
62805,14528
29515,29961
66427,59170
16257,43097
59303,66528
66376,24181
40973,63066
22065,20030
33434,26773
36263,22016
53628,62821
42856,27630
36227,20148
9910,14607
154,60248
14956,8706
4960,49319
11729,21182
64789,14481
30033,31810
2179,59660
63832,42942
13781,60605
47341,16606
17398,53710
332,46578
66079,32729
28609,23467
66579,63352
51220,4821
11956,57801
54131,35081
3649,60211
26715,9778
46779,62710
17766,1857
5589,53804
42716,36140
64524,57860
45942,32029
32029,21573
66082,2003
5456,6605
53912,14923
44327,293
49968,55105
1728,43494
2324,62481
14703,42707
44433,13910
43428,32609
7340,13629
66974,27795
52080,35713
40279,31405
37831,54927
61361,55920
3703,15418
20016,62775
7686,2083
35328,56900
59114,28954
10178,57986
45718,55766
4046,47483
34945,55014
6719,41838
404,9585
50835,46473
33720,50796
37990,1810
63753,2875
5142,18590
35534,4188
638,22189
63575,8978
36127,39693
32778,6651
61114,60100
10973,54862
63990,63688
44313,16412
2285,32837
26578,8565
6022,20796
31537,28153
1810,49343
3870,14074
55816,20723
62405,11861
49682,11599
23112,23103
41610,17343
60837,14468
26634,61937
27505,64734
64511,31388
13616,3668
17707,40947
54289,20140
195,10956
66283,11620
57259,20619
5617,62941
5130,12397
52369,49663
10073,33788
11839,50288
44388,6614
28179,28744
8183,37269
5504,24109
24914,24682
65389,35987
2831,1628
14480,36546
51664,53141
9997,47907
39885,60260
33622,49326
62285,58672
42134,6600
19144,38108
58036,43176
27578,14292
35337,25834
60465,1287
27094,39298
57879,12464
28391,30631
17238,36533
27219,4109
51907,50891
20700,2139
43484,6450
44889,11311
37810,39660
60868,7335
36712,34995
38229,39209
44991,17687
36087,2647
52286,5926
57543,16509
57223,6506
5455,40550
9093,22413
54240,17844
4158,60106
6995,64384
15634,47052
21711,45588
64572,58188
40890,48965
63359,13173
5565,24851
39917,44780
11028,64893
39731,63007
42049,65744
22609,19738
23747,18560
61800,48815
744,61879
51433,7881
18323,46668
44122,20362
61041,45843
36655,35869
15855,25349
52086,26328
62537,43916
51584,46256
46465,65944
59678,15073
63244,29981
35363,28378
59945,52693
22085,53555
17177,43822
45231,19150
66938,27560
63453,41405
9602,13473
46721,20235
18055,63929
54052,33337
45910,6577
60991,46777
42988,4312
47529,53920
59342,64138
34279,66707
15536,15470
23476,33134
56835,51780
12866,17457
16533,39180
27502,42224
37311,37234
35130,5838
6509,25103
15609,65757
19637,62060
17646,23258
37861,15513
12822,32193
31424,1877
23813,34671
58562,5660
2598,49878
60486,26855
55654,46907
27882,10950
46348,23396
52826,30833
34233,37377
67323,41916
15242,42980
11949,11276
40174,40430
29120,25562
30573,55312
61117,63650
18245,49446
62754,9014
10248,19224
29262,62738
36418,34684
29689,35451
4939,51669
22498,10809
49323,17901
48781,59522
58610,48222
36105,47383
49363,41519
54253,66485
23897,38331
46245,63300
36609,31473
38116,59701
13199,41585
20379,2923
6466,48310
36155,27514
28226,37389
61332,65421
33122,3197
9674,3428
62374,52399
49,30190
15754,27633
38097,24825
53060,31335
64140,10472
36703,32174
21376,38588
54444,23303
52190,57937
659,25933
50783,64590
51260,44066
40828,46564
52728,50480
13184,9572
14558,3696
11791,67338
3804,11860
63812,23741
55462,58829
61781,20823
59707,57983
65513,24208
44032,49038
10317,14119
61059,33283
43808,57147
31298,45658
31733,46953
16647,46619
52244,55057
3533,28611
59380,16842
26780,58170
1714,8442
8332,11980
39659,47706
33129,2835
66436,57043
18143,13901
47745,808
36824,62030
1756,49513
16363,57576
65486,1675
45886,23683
49668,8830
59471,64393
20191,8300
25449,36162
50900,67120
2370,55517
30409,16587
65428,52265
58904,20493
57692,6842
32184,5868
23783,61085
15999,16628
61480,3119
8392,11168
60303,63251
14158,59037
13315,19774
22672,44511
11965,48571
54404,4843
65181,51265
38847,45358
32841,39324
25143,23205
60942,65954
63666,249
20195,51084
48670,30695
17791,44129
60510,51480
9111,65671
41999,17435
35924,28283
10426,46801
19233,31801
53540,27200
17212,6113
61915,10214
51316,34783
28900,26044
28590,62816
38703,30849
39094,23109
40027,48559
50532,66543
15714,54909
32832,21058
56262,12665
63187,3483
57814,58088
54887,6951
30757,6438
14818,30625
35417,51232
6658,44985
37106,32788
64878,4365
50584,56083
29319,3893
25486,64939
42048,18020
28575,53341
6237,12745
9125,65225
9217,16566
35074,35753
38411,54725
28852,61142
58993,24814
38996,3749
28487,43628
62938,14375
59579,21226
58294,8218
56732,48264
29041,41774
20120,29262
20426,54566
6571,64374
53741,33033
55100,5667
54824,7004
57524,35267
15520,37652
10163,20438
46142,19507
19361,32867
58169,61056
36560,51841
32521,23428
22977,55411
54483,34773
59313,21446
34143,48449
3309,11583
5069,661
52875,24957
55563,7113
38472,30918
2233,25905
6479,66088
17655,17265
14766,67147
17078,34566
31032,7680
59509,52426
7678,24896
2497,43866
61659,52601
54416,26723
45887,56986
17485,49295
29149,19445
62601,33872
45659,47919
63204,50512
49863,37656
31050,12348
48512,16794
41856,65434
2227,18633
62113,5425
61798,40830
18353,12082
38124,65270
27874,31343
27891,15958
8634,44425
60847,45146
20013,47251
11908,49185
24202,13349
15407,53960
61750,26888
58695,40880
47589,48863
4729,14699
40380,20489
60259,17557
24433,52331
35649,23277
49100,11097
14968,29304
24136,65166
20386,3296
43973,53534
36484,43241
9015,64938
35123,63542
38207,58504
18186,27379
12326,66556
7957,35589
62227,65667
15567,18715
13643,48945
36265,27562
1258,14028
19458,49761
23002,27920
50724,39062
62931,26873
48526,33811
9458,43289
40359,31633
42786,56084
31597,14061
34497,29259
6266,17663
32768,6677
39019,47610
58689,42834
39115,6452
26857,46997
10600,42365
5586,43646
37717,38267
67350,34533
9087,22033
63546,18032
13457,32940
7427,39961
19497,53612
50275,8377
9957,18124
40203,10258
42810,27680
1262,9962
60721,12802
33247,15979
54849,28176
66801,10992
26601,29837
57609,28935
38377,10667
33058,63973
34095,33000
26754,28676
6397,18925
65188,58427
60812,61167
8283,20214
9003,761
10203,3297
61761,1880
65778,28938
12553,40698
55695,46399
19924,42536
63376,53930
14794,46737
50177,62641
2105,66357
19033,16357
8745,48465
58153,57203
24697,62354
63507,33584
2390,14393
27307,44573
50849,6365
21842,56261
66384,14533
39216,7452
56005,4724
41630,13658
66942,62160
18552,14041
50581,58864
59505,61226
46252,55171
7420,36685
54717,55348
42792,10241
66587,52149
35814,36767
58337,63258
13284,32219
26172,47179
41510,9831
34375,54885
522,46211
59063,32436
54860,49069
60491,29813
11133,45714
13805,2402
29678,48402
11512,27235
66552,50555
16492,17454
23197,5768
62658,19392
21004,15254
50499,24442
40178,58916
3346,28827
39039,25861
39958,45412
56748,38674
26308,23449
64909,12310
952,31919
53427,46316
22452,34957
62792,56506
30376,31567
46050,58175
24436,56351
61835,62790
53954,10960
5839,5124
49519,11375
16527,27911
37913,60438
8437,6283
58800,29292
34534,47134
21545,43337
16638,46938
31216,24704
47254,52418
30857,62655
37518,28362
8350,23760
27689,21701
37101,52945
47968,17228
57026,48066
28810,7079
48147,4221
34317,63040
27902,17144
62750,50864
50981,34937
35941,8606
31889,41125
29659,10
37792,55194
24779,29073
12313,17366
48638,31032
10830,38425
40190,61378
16509,2451
38929,48228
66227,48738
63451,31748
52052,66094
18415,7694
30226,7326
22938,41973
29932,754
27741,23072
14224,50520
48010,52174
23711,44447
37796,58513
14900,5481
38736,53924
45638,26658
62809,41131
54339,2234
30673,19977
45237,28988
38345,13536
24727,19159
65955,38179
59794,41458
38211,21655
46247,16480
22428,7639
41636,14349
17882,25594
45626,3362
26899,66340
4493,1980
25418,39998
34526,11942
65128,38498
9307,14091
2088,43587
8056,31435
46322,28559
4131,1417
8351,60998
61560,6042
39506,51994
1009,15267
47492,16114
3860,27644
20176,22266
19434,58313
37440,47931
24181,29178
19654,34732
55320,46202
19285,32435
4381,42953
57590,46014
17893,36597
39324,54666
27719,1033
52196,60989
19643,41200
26980,56441
5892,44391
42871,50837
20486,9028
8665,12264
23847,60412
48246,24815
23295,12662
64819,44882
52843,63113
57801,17817
63421,54727
50025,49201
34582,55399
29769,50814
20167,63689
48850,33820
39610,55753
49868,27364
18550,54253
6794,43039
54863,62507
28556,18360
28612,6835
32897,37997
53531,32305
67271,842
8339,3070
20060,63375
58425,41605
41363,22048
66368,10713
30325,1391
11944,24195
65864,2711
24407,20581
29698,61374
55636,26900
6496,55828
47026,65607
55887,53274
65390,11012
62980,52296
26149,64573
21824,28849
1663,63318
64055,52526
43010,57573
57135,51673
2358,46160
13904,25571
11795,52713
55616,46461
27468,24381
24145,50792
12139,863
54421,10730
34857,15720
44412,26722
46588,59957
17354,16128
63608,9166
45397,58337
4801,29027
64199,11558
63448,34540
51091,65698
34897,8871
16306,40927
1027,2639
4147,26985
23266,29185
34433,57302
51841,61024
4945,57754
58789,23756
15448,22537
7559,31472
51635,16424
44126,20513
57390,32778
13116,6993
55484,27167
65961,13469
46372,8346
34363,61328
17805,24141
26779,48266
65220,37131
44877,25156
65034,28558
42122,64366
48268,40196
64019,51592
10286,29501
50686,12410
45509,8502
62528,43236
51862,5865
54022,18666
13698,15187
45608,56622
55910,5176
18989,31459
39893,12859
54442,32181
61198,62805
21633,62079
44531,62574
17616,64170
60101,16363
66218,33464
41014,49828
55794,8304
56998,49733
46200,22727
45109,18128
46630,39780
41427,10588
43914,30604
13485,7404
37972,50078
12633,54049
36111,41108
47599,24161
20630,2546
47757,60133
47302,26357
18647,65707
21383,8523
60319,27698
46620,16878
12646,8733
10330,11485
19516,10520
59988,43724
8889,18526
28104,33815
19895,65333
38197,66289
4121,8496
50314,43848
27249,51502
10799,67232
2378,16041
27140,46959
41477,60879
53105,65482
66625,56855
31063,36349
20809,30573
64940,60687
7013,44149
979,57335
8612,19451
50957,16911
40742,614
40067,38852
36802,62089
1670,37381
26359,26107
11356,25426
6088,35873
42857,46580
57563,1308
38652,32486
47880,63157
11421,62365
44724,21974
40150,6594
30306,48635
49462,11948
59591,33935
65472,62294
62117,26011
60045,41402
19185,25305
65795,3970
25572,14471
39831,22140
34130,42238
63953,61681
10290,56889
47767,42048
33485,17189
37873,61991
59265,3349
15815,53633
26062,42254
11048,7472
67339,16538
26450,1787
49293,21667
52733,32309
15422,20597
45577,2253
64542,50920
11799,16358
37350,12801
35347,14426
53409,51990
7542,28307
18427,55170
35036,22443
30127,11838
32038,10539
23586,20660
36441,65095
11476,10050
44999,47595
35629,61964
19953,45825
215,42278
31618,21438
62248,8475
15428,2357
64613,32224
18610,450
32052,65969
51640,23421
53040,4670
51830,7082
65027,40232
66396,42034
61747,28184
57507,45288
31673,26998
19841,13125
3623,51908
12044,37605
37039,44351
55443,15880
4410,6181
23846,8471
33584,64962
54024,5627
38265,33148
21507,16575
13107,7905
55687,16242
62500,13283
16446,49306
55000,20172
33604,39651
63786,8941
55420,39614
43118,12302
51140,58371
34118,21333
5983,60924
13927,63309
1190,14738
46146,43572
51719,50384
13926,1220
65159,61815
64766,17043
1865,27421
47777,7701
13463,50596
15048,15328
8980,2159
2655,1625
35272,39913
37006,31065
44411,18881
30681,50815
61068,21634
529,23893
21563,34858
2536,33630
24355,10691
48976,66898
48394,20302
40401,34029
22762,31130
55207,37865
23229,23018
21504,27024
33243,18400
31719,49734
59644,50702
51050,49494
47806,51142
30567,64687
49214,61522
39993,9553
55661,16944
47282,25703
11386,16484
36175,26382
36432,3140
47983,41318
45873,39729
13635,25929
22674,35247
63976,52079
54014,27002
30359,392
18250,41246
39815,925
46704,27327
3377,31019
1967,4982
7833,48655
67425,7091
23039,58669
22109,20736
51616,12812
43215,6922
29816,9372
67186,8296
23466,10380
7388,54194
17990,56807
66299,21583
23360,41467
27233,31045
52352,21256
45835,20212
33417,43856
58941,31834
64905,58760
45955,45991
66006,43599
59833,63152
15637,29601
44486,54469
3198,44884
53116,17288
8260,530
62486,53847
67354,52644
45707,25446
39620,39683
66455,28542
23290,62525
56477,32934
17443,4875
12799,25979
34784,5432
64580,4834
17885,38862
21137,50194
25294,18013
32601,38294
49019,8123
32519,39051
27879,64190
16273,54477
22787,57589
11424,54840
2165,21855
8879,43088
602,6657
16831,37508
42586,30147
16610,16060
64840,36356
57955,3066
63999,17651
2048,46326
15496,3548
30043,26558
2543,10455
2826,27207
53039,40124
16643,12481
63081,25383
40232,62166
44653,8815
10013,55088
67380,53307
50238,6645
24630,57481
30509,27972
39223,6955
62256,33092
5893,11189
64394,45152
16599,2330
54412,10877
56637,51168
16827,14196
53648,23975
51094,48147
12001,25617
26895,43903
3587,29744
17656,22545
29592,59404
11473,61973
39424,12170
36459,37936
29713,45427
61454,35922
33095,62911
40442,14433
2083,51745
52368,55231
16184,17937
14580,20277
5421,49155
53336,10811
57660,6520
52245,21632
15460,3495
55728,57688
46697,44870
38373,6545
10507,46197
23621,56856
3015,39911
49563,5913
57262,10648
35405,42908
37145,5692
66851,23331
11599,53102
44323,64511
11182,45726
21662,61265
37253,66359
5713,48023
15389,2161
65289,39642
28139,14080
19584,23159
60603,32408
3782,67127
2489,61157
20522,54814
41044,2076
57003,64400
22405,36513
63700,63980
19562,37924
20329,27454
42432,44950
67369,54626
26316,57942
5692,11769
14659,60510
52964,13976
8781,27078
1209,14530
13482,33929
66683,52411
54306,65764
8563,33060
31874,13272
67253,62451
50986,37819
56871,6788
6363,32809
23605,62962
44576,8026
54756,63028
57242,7510
66702,6716
44865,51799
44189,52173
28716,39004
30879,34445
56156,32343
54494,23593
3357,23117
41797,22826
6979,28205
52653,11566
